id_hex,id,rom,name,kind,race,race_name,level,hp,f04,str,int,mag,vit,agi,luk,f0c,f0d,f0e,f11,f1a,f1c,skills,f30
0x0f1,241,0x081a25d4,Legion,,38,Spirit,38,306,74,12,9,11,10,8,3,240,116,16 00 05,5d10ffffffff5502c5,254,bb39080038a0,1c6 187 183 1cd,00004d0a9e096d01840e240a00000000000000000000
0x0f2,242,0x081a2634,Inferno,,38,Spirit,29,170,53,9,9,10,7,7,2,240,52,19 00 05,4b015affff34ff00b6,210,bb2c020038a2,17d 1cd 1ae 180 1c5 1a7,000076063206840e240a000000000000000000000000
0x0f3,243,0x081a2694,Depth,,38,Spirit,15,85,17,6,5,5,8,5,2,240,52,15 00 02,5d591fffffffff00b5,289,db18080138a0,1a0 1b0 192,0000310ec30f46013c0a2a0100000000000000000000
0x0f4,244,0x081a26f4,Hanged Man,,38,Spirit,13,38,12,6,5,3,2,9,3,240,132,15 00 04,5d251dffffffff0013,214,eb14080030a0,1a8 1cd 189 1a2 1b7 1cd,0000310ec30f46013c0a2a0100000000000000000000
0x0f5,245,0x081a2754,Poltergeist,,38,Spirit,2,6,6,1,3,4,1,4,3,240,25,15 00 06,5b1f26ffff319f0027,288,1b03050140b6,1b6 1c5 198 01b 185 17d 192,a101310ec30f46013c0a2a0100000000000000000000
0x0f6,246,0x081a27b4,Old One,,39,Foul,49,945,85,17,10,9,17,10,4,240,41,22 05 09,0d726affffffff02d5,288,bbb0050138b7,183 01b 1c5 1a2 1c9 1cd,0000c30f810f4601cf071f0100000000000000000000
0x0f7,247,0x081a2814,Doppelganger,,39,Foul,39,361,94,8,13,13,8,7,5,240,137,0a 05 07,8f0f1898ffffff0cc4,294,bb88080138b5,1a2 19c 1b3 1c5 18b 1cd 185,1b002c0f9b106d01840e240a00000000000000000000
0x0f8,248,0x081a2874,Black Ooze,,39,Foul,28,330,25,12,3,5,9,8,6,240,57,28 00 08,5d4dffffffff960018,245,bb5c080020b4,1af 1c3 19c 188 17f 01b 193,000074084601cf072a01000000000000000000000000
0x0f9,249,0x081a28d4,Chris the Car,,39,Foul,17,186,14,11,3,4,8,4,2,240,25,20 00 09,7d4d7fffffffff0716,23,bb30090000b2,188 1c4 192 005 18f 005 184,1b006e0d610846013c0a2a0100000000000000000000
0x0fa,250,0x081a2934,Jack the Ripper,,39,Foul,9,34,7,6,3,2,3,8,2,240,57,16 00 01,141f26ffff3c9e09b8,5,aa1005003841,191 1bd 19c 188 005 1c4 1aa,1b004d0a9e096d01840e240a00000000000000000000
0x0fb,251,0x081a2994,Slime,,39,Foul,6,30,11,3,4,6,3,2,2,240,57,06 00 02,989affffffff960023,245,b904050000b4,192 1c3 17d 1ba,00002c0f9b104601cf072a0100000000000000000000
0x0fc,252,0x081a29f4,Andromeda,,40,Virus,20,129,27,9,9,3,7,6,2,240,32,1f 00 05,7c4e7dffffff960230,255,0000000000b7,17b 1cd 1a2 1c7 1bb 199,00006e0d610846013c0a1f0100000000000000000000
0x0fd,253,0x081a2a54,Spider,,40,Virus,8,30,8,2,4,1,6,8,2,240,16,1f 00 03,86ff71ffffff9f0220,255,0000000000b1,192 1aa 17d 199 01b,00006e0d610846013c0a1f0100000000000000000000
0x0fe,254,0x081a2ab4,Moebius,,40,Virus,3,11,5,2,2,1,3,3,6,240,144,1f 00 04,68ffffffffffff0020,255,0000000038b7,1bb 1ac 17f 192,00006e0d610846013c0a1f0100000000000000000000
0x100,256,0x081a2b74,Red Bear,Boss,41,Ranger,10,67,0,8,5,3,4,5,5,127,1,00 00 02,8388ffffffffff0357,169,0200000000b0,1c6 19c 1a2 005 1b2 17b 01b,00000000000000000000000000000000000000000000
0x101,257,0x081a2bd4,Mercurius,Boss,17,Yoma,18,162,117,7,8,9,6,8,6,127,10,27 03 03,0c6d2257ffffff0316,238,2300000000b0,1bb 1c5 188 1c4 17f 192,00000000000000000000000000000000000000000000
0x102,258,0x081a2c34,Basilisk,Boss,36,Drake,20,174,125,11,7,9,7,10,6,240,2,2c 00 07,4d6b6fffffffff082f,220,3400000000b0,1a9 191 1c4 192 188,00000000000000000000000000000000000000000000
0x103,259,0x081a2c94,King Frost,Boss,35,Tyrant,22,220,176,13,10,11,8,7,8,127,10,29 00 10,0405074f4cff21053f,234,4400000000b0,186 1cd 189 1ae 1c7 192 1a1,00000000000000000000000000000000000000000000
0x104,260,0x081a2cf4,Demi-Nandi,Boss,22,Demonoid,12,86,45,10,5,5,4,6,15,127,7,00 00 07,9d7d7e7f9affff0048,232,e700000000b0,1a0 1b8 1a3 1cd 1a0 17c,00000000000000000000000000000000000000000000
0x105,261,0x081a2d54,Betelgeuse,Boss,23,Fallen,24,306,302,13,12,12,6,7,8,240,2,27 00 11,02812b165e0a170438,294,5500000100b0,1b2 19f 1c5 187 17f 192,00000000000000000000000000000000000000000000
0x106,262,0x081a2db4,Daleth (1st),Boss,41,Ranger,20,74,161,13,9,7,10,10,5,10,1,05 00 07,8c8e2c85ffffff0f20,255,1100000000b0,199 1c6 192,00000000000000000000000000000000000000000000
0x107,263,0x081a2e14,Janus,Boss,17,Yoma,22,307,285,10,7,15,18,3,5,127,2,27 07 10,2a1418291d25ff0a55,226,4500000000b0,1be 1a5 192,00000000000000000000000000000000000000000000
0x108,264,0x081a2e74,Zayin,Boss,41,Ranger,25,360,236,14,11,8,9,11,8,10,10,27 01 07,878883908fffff1430,255,2100000000b0,18f 17d 1cd,00000000000000000000000000000000000000000000
0x109,265,0x081a2ed4,Daleth (2nd),Boss,41,Ranger,23,320,209,15,10,8,11,13,6,10,1,36 00 07,8c8e2c8521ffff1630,255,4100000000b0,199 1c6 192,00000000000000000000000000000000000000000000
0x10a,266,0x081a2f34,Baphomet,Boss,23,Fallen,37,760,622,16,10,19,12,8,8,240,2,27 07 10,5d1617152198ff0a5f,245,3400000000b0,1a9 1ae 182 1bb 19c 1a1,00000000000000000000000000000000000000000000
0x10b,267,0x081a2f94,Sarutahiko,Boss,12,Kunitsu,43,1200,510,18,10,12,16,13,10,240,8,2e 07 10,8f032c9a211bff1260,255,4400000000b0,18e 1c5 198 1ab 18c,00000000000000000000000000000000000000000000
0x10c,268,0x081a2ff4,Daleth (3rd),Boss,41,Ranger,26,580,300,19,11,11,12,14,9,10,1,2f 00 07,8c0d2c8521ffff1930,255,3100000000b0,199 1c6 192,00000000000000000000000000000000000000000000
0x10d,269,0x081a3054,Belphegor,Boss,35,Tyrant,50,1625,980,18,16,20,16,10,8,240,2,2e 07 10,864b4c211815160c75,251,5500000000b0,1b2 1c5 1ae 180 18d 01b 1c5,00000000000000000000000000000000000000000000
0x10e,270,0x081a30b4,Gimmel,Boss,41,Ranger,53,1685,1317,8,25,23,20,8,5,10,0,27 00 07,4e0e742a29232c0276,247,cc00000000b0,187 1bb 1c5,00000000000000000000000000000000000000000000
0x10f,271,0x081a3114,Uriel,Boss,1,Herald,48,1800,504,21,10,10,21,12,10,2,10,2f 07 08,8887850f182a9a1e77,237,7700000000b0,17f 1c4 181 1c5,00000000000000000000000000000000000000000000
0x110,272,0x081a3174,Raphael,Boss,1,Herald,50,1556,1015,14,18,20,12,13,9,2,7,31 07 08,0721752c7b21920a77,236,7700000000b0,1c3 1ae 17a 181 1c5,00000000000000000000000000000000000000000000
0x111,273,0x081a31d4,Michael,Boss,1,Herald,54,2856,869,22,14,16,16,14,10,2,0,2e 0a 10,031c6112012a2c1470,255,7700000000b0,1b8 184 181 1c5,00000000000000000000000000000000000000000000
0x112,274,0x081a3234,Lucifuge,Boss,35,Tyrant,30,165,683,4,35,15,3,6,5,255,6,27 00 10,161571292a239d0a7d,251,7700000000b0,1c5 186 1ae 189 192,00000000000000000000000000000000000000000000
0x113,275,0x081a3294,Hecate,Boss,35,Tyrant,42,888,941,9,20,22,12,15,11,255,5,32 07 10,051917291a542c0f7d,249,7700000000b0,1b1 184 01b 19f,00000000000000000000000000000000000000000000
0x114,276,0x081a32f4,Atavaka,Boss,5,Deity,62,2756,1302,22,18,21,15,15,10,127,6,35 05 08,031c1476191a8d197d,241,7700000000b0,17b 198 1a9 188,00000000000000000000000000000000000000000000
0x115,277,0x081a3354,Master Therion,Boss,17,Yoma,54,2284,1002,16,17,18,15,14,10,127,6,2c 01 10,6805499b014d72167f,239,7700000000b0,1b7 192 198 01b 19f 1c4 183,cd010000000000000000000000000000000000000000
0x116,278,0x081a33b4,Abaddon,Boss,35,Tyrant,58,2691,1218,14,18,18,30,8,8,255,6,34 04 0e,2a25109a231d26007f,234,7700000000b0,17b 1a9 1a2 1cd,00000000000000000000000000000000000000000000
0x117,279,0x081a3414,Astaroth,Boss,35,Tyrant,52,1713,1256,12,21,24,14,16,11,255,2,32 07 0e,920b50801707161e7f,236,7700000000b0,17b 192 198 1c7 1a1,00000000000000000000000000000000000000000000
0x118,280,0x081a3474,Kumbhira,Boss,42,Shinshou,38,1122,106,7,22,17,10,20,5,127,8,32 04 10,0f172113708d901c7f,295,7700000100b0,188 1cd 1ac 01b 1c3,00000000000000000000000000000000000000000000
0x119,281,0x081a34d4,Vajra,Boss,42,Shinshou,38,1038,53,19,8,10,27,7,5,127,8,2f 04 10,7d5b8e732425ff0a7f,294,7700000100b0,1ce 17a 191 1c3,00000000000000000000000000000000000000000000
0x11a,282,0x081a3534,Mihira,Boss,42,Shinshou,37,998,43,26,7,8,13,16,5,127,8,2e 04 10,8c48848d6d01ff147f,290,7700000100b0,1b8 1ab 1c3,00000000000000000000000000000000000000000000
0x11b,283,0x081a3594,Andira,Boss,42,Shinshou,37,667,89,11,12,18,14,15,5,127,8,38 04 10,888745136affff0f7f,299,7700000100b0,17b 1cd 19f 17c 1c3,00000000000000000000000000000000000000000000
0x11c,284,0x081a35f4,Majira,Boss,42,Shinshou,36,904,47,23,8,9,14,14,6,127,8,37 04 10,098e4b7859ffff0f7f,292,7700000100b0,1b7 191 1c3,00000000000000000000000000000000000000000000
0x11d,285,0x081a3654,Sandira,Boss,42,Shinshou,36,677,101,14,12,22,11,10,5,127,8,3f 04 10,140d2d0f6affff0c7f,297,7700000100b0,18e 1cd 19f 17c 1c3,00000000000000000000000000000000000000000000
0x11e,286,0x081a36b4,Indara,Boss,42,Shinshou,35,746,56,17,10,11,14,16,5,127,8,39 04 10,01770a8e87ffff0c7f,293,7700000100b0,17d 1cd 199 1c3,00000000000000000000000000000000000000000000
0x11f,287,0x081a3714,Pajira,Boss,42,Shinshou,35,654,65,15,13,12,9,9,15,127,8,3a 04 10,737d132c8fffff0a7f,298,7700000100b0,1aa 191 1c3,00000000000000000000000000000000000000000000
0x120,288,0x081a3774,Makura,Boss,42,Shinshou,34,670,66,16,17,11,11,12,5,127,8,3e 04 10,6d880f902dffff147f,296,7700000100b0,1b7 188 1c3,00000000000000000000000000000000000000000000
0x121,289,0x081a37d4,Sindura,Boss,42,Shinshou,34,603,66,13,13,13,10,18,5,127,8,3d 04 10,880d8e4d210fff0a7f,288,7700000100b0,190 1cd 1a2 17e 01b 1c3,00000000000000000000000000000000000000000000
0x122,290,0x081a3834,Catura,Boss,42,Shinshou,40,869,92,16,16,15,14,12,5,127,8,3c 04 10,8e25485f68ffff0a7f,289,7700000100b0,19a 1bd 19d 1c3,00000000000000000000000000000000000000000000
0x123,291,0x081a3894,Vikarala,Boss,42,Shinshou,40,1029,72,22,10,13,14,14,5,127,8,3b 04 10,7d730d7e05ffff0a7f,291,7700000100b0,1ce 17c 184 1c3 01b 1c3,00000000000000000000000000000000000000000000
0x124,292,0x081a38f4,Tiamat,Boss,36,Drake,50,1844,840,24,14,17,17,15,10,255,3,37 09 10,094d59448772540f78,239,7700000000b0,19f 17c 17b 1b7 19c 1a1,00000000000000000000000000000000000000000000
0x125,293,0x081a3954,Virochana,Boss,5,Deity,70,2946,1568,26,18,23,15,18,12,127,0,2e 0a 10,018d778f125c2c1478,241,7700000000b0,1ce 17c 1c7 01b 190 1bd 1a3,00000000000000000000000000000000000000000000
0x126,294,0x081a39b4,Mara,Boss,35,Tyrant,69,3475,1449,24,16,22,25,13,10,255,8,35 0a 10,7d147a217f80730a7f,223,7700000000b0,1b7 01b 1c3,00000000000000000000000000000000000000000000
0x127,295,0x081a3a14,Lucifer,Boss,35,Tyrant,100,8553,2543,28,23,22,23,18,20,255,0,40 09 10,0305076d102c521670,255,7700000000b0,1c5 190 1ae 17a 01b,00000000000000000000000000000000000000000000
0x128,296,0x081a3a74,Kyzuryu,Boss,0,Godly,80,7232,1512,23,10,21,40,10,10,127,0,37 04 07,7d4e4c7e987f9c0a70,255,7700000000b0,188 193 1c4 1bf 17f,00000000000000000000000000000000000000000000
0x129,297,0x081a3ad4,Sabaoth,Boss,0,Godly,77,3975,2291,22,25,30,20,15,15,1,0,34 0f 10,0f5c769b2c2363007f,231,7700000000b0,19d 17a 1a9 1a1,00000000000000000000000000000000000000000000
0x12a,298,0x081a3b34,Shaddai,Boss,0,Godly,85,4459,3080,25,30,31,18,20,17,1,0,30 0f 10,404e7e74199864007f,231,7700000000b0,190 1bd 199 17d,00000000000000000000000000000000000000000000
0x12b,299,0x081a3b94,Elohim,Boss,0,Godly,93,7492,2495,35,24,24,23,22,20,1,0,2e 0c 10,034b5a12652122007f,231,7700000000b0,181 1c7 1ab 1ba,00000000000000000000000000000000000000000000
0x12c,300,0x081a3bf4,Satan,Boss,0,Godly,100,12500,3885,39,28,38,36,20,18,1,6,41 0c 10,12194d4b80ff661970,255,7700000000b0,18e 198 1cd,00000000000000000000000000000000000000000000
0x12d,301,0x081a3c54,YHVH,Boss,0,Godly,108,17079,5852,40,32,35,39,24,28,1,0,42 0f 10,111221229dff671400,255,0000000000b0,0f5 0e4 0f2 0e4,00000000000000000000000000000000000000000000
0x12e,302,0x081a3cb4,Fake YHVH,Boss,0,Godly,69,3987,1449,25,20,20,17,15,11,2,0,33 07 10,0307620b0f122c0a70,255,7700000000b0,0f5 0e4 0f2 0e4,00000000000000000000000000000000000000000000
0x12f,303,0x081a3d14,Beelzebub,Boss,35,Tyrant,80,6720,1652,28,15,22,28,22,10,255,6,35 00 10,4b6d7e101a436a197f,213,7700000000b0,1b2 1c5 195 1af 1af,00000000000000000000000000000000000000000000
0x130,304,0x081a3d74,Alice,Boss,43,Fiend,35,459,1201,10,18,40,10,10,20,127,131,33 00 07,4647427a5dff9d0a7f,82,7700000000b0,17b 1c4 192,00000000000000000000000000000000000000000000
0x131,305,0x081a3dd4,Ghost Q,Boss,43,Fiend,30,338,315,10,10,10,10,10,60,127,139,27 00 07,9858947481799f0572,84,7700000000b0,18d 01b 192 1a1 0ed,00000000000000000000000000000000000000000000
0x132,306,0x081a3e34,Sage of Time,Boss,43,Fiend,50,938,1575,10,50,20,10,10,10,1,138,35 00 0d,105d19161a15ff0572,80,7700000000b0,143 128 149 125 128 145,00000000000000000000000000000000000000000000
0x133,307,0x081a3e94,Hell Biker,Boss,43,Fiend,35,1256,368,36,10,10,10,40,10,255,145,27 00 07,7d854e1019ffff1472,81,7700000000b0,1b1 1c5 193 181 1cd 191 180,c5010000000000000000000000000000000000000000
0x134,308,0x081a3ef4,Matador,Boss,43,Fiend,40,1800,700,40,30,10,10,20,10,127,139,27 01 07,919045448893761972,83,7700000000b0,1b7 198 1a2 01b 1c5,00000000000000000000000000000000000000000000
0x16a,362,0x081a5334,Apsaras,,17,Yoma,21,152,140,11,12,11,8,13,7,10,137,22 01 03,25182e4446ffff0858,255,930c0f000052,17b 1b0 18e 1c3 192,0000c30f810f4601cf071f0100000000000000000000
0x16b,363,0x081a5394,Skuld,,4,Megami,22,228,140,16,14,18,12,11,30,10,137,25 01 03,2e2a3c46ffffff0858,255,93140f000052,192 188 1c5 1a2,0000310ec30f6d01f40fd70800000000000000000000
0x16c,364,0x081a53f4,Elf,,21,Fairy,26,120,110,15,13,13,9,11,7,127,137,22 01 03,13092c17ffffff0858,255,930e0f000052,181 1c5 1ae,0000c30f810f4601cf071f0100000000000000000000
0x16d,365,0x081a5454,Kushinada-Hime,,4,Megami,28,252,210,9,13,16,11,10,12,10,137,25 01 03,2c2f3d3225ffff0858,255,93160f000052,188 190 1a3 199 1ab 1bb,0000310ec30f6d01f40fd70800000000000000000000
0x16e,366,0x081a54b4,Verdandi,,4,Megami,34,414,280,14,28,20,10,12,18,10,137,25 01 03,302d384651ffff0858,255,931a0f000052,1ce 180 1c5 18f 1cd 1a0 17c,0000310ec30f6d01f40fd70800000000000000000000
0x16f,367,0x081a5514,Jinn,,17,Yoma,38,377,98,23,8,10,12,20,7,240,137,00 01 03,13181e7688ffff0858,255,93160f000052,17d 1a9 1c3 187 1a2 17f 191,0000310ec30f2701f40fd70800000000000000000000
0x170,368,0x081a5574,Pascal 1,,18,Beast,43,420,56,25,7,10,14,18,12,127,137,1c 01 03,684b379349ffff0858,255,93190f000052,1aa 192 184 1c5,0000760632069c07540a000000000000000000000000
0x171,369,0x081a55d4,Urd,,4,Megami,46,520,290,20,14,25,14,15,14,10,137,25 01 03,2d24260a44ffff0858,255,931e0f000052,17f 1c5 193,0000310ec30f6d01f40fd70800000000000000000000
0x172,370,0x081a5634,Yurlungur,,16,Snake,46,515,69,25,10,11,18,15,10,240,137,13 01 03,69724d80ffffff0858,255,931c0f000052,1c0 1c5 1cd 189,0000d50d61086d019c07540a00000000000000000000
0x173,371,0x081a5694,Takuhi,,3,Avian,52,550,209,17,12,15,15,24,18,10,137,10 01 03,094e7b5b84ffff0858,255,93200f000052,198 188 1ab,00008501cd01b305b406490100000000000000000000
0x174,372,0x081a56f4,Amon,,27,Vile,55,636,108,30,15,18,14,12,25,10,137,1b 01 03,01034b5b84ffff0858,255,931c0f000052,17b 1bc 1cd,0000dc0e6a08840e240a000000000000000000000000
0x175,373,0x081a5754,Dullahan,,21,Fairy,57,588,200,26,16,15,16,14,6,127,137,04 01 03,19428e73ffffff0858,255,931f0f000052,1a0 1bf 1c3 1a8 03c 1cd,0000eb0a61080500d50d61084601cf071f0100000000
0x176,374,0x081a57b4,Midgardsomr,,36,Drake,58,635,64,34,8,10,18,12,10,240,137,13 01 03,4d727f807dffff0858,255,931e0f000052,1b8 193 185 1c5 193 183 1c5,ba01d50d61086d019c07540a00000000000000000000
0x177,375,0x081a5814,Pascal 2,,18,Beast,63,680,96,35,12,10,24,30,35,127,137,1c 01 03,684b37937d95ff0858,255,93230f000052,1aa 192 184 1c5,0000760632069c07540a000000000000000000000000
0x178,376,0x081a5874,Sargatanas,,23,Fallen,67,704,280,32,16,20,18,14,12,240,137,22 01 03,070f5d3a3bffff0858,255,93250f000052,18e 1c5 185 198 1a3 192,0000c30f810f4601cf071f0100000000000000000000
0x179,377,0x081a58d4,Mephisto,,35,Tyrant,75,862,325,28,18,25,16,20,20,240,137,22 01 03,1a103b090bffff0858,255,932e0f000052,1bb 1ae 17c 192 1a1,0000c30f810f4601cf071f0100000000000000000000
0x17a,378,0x081a5934,Asmodeus,,35,Tyrant,80,956,320,30,32,28,18,20,12,240,137,06 01 03,034b198d80ffff0858,255,93320f000052,17b 192 1bc 1a0 17f 192,00002c0f9b104601cf072a0100000000000000000000
0x17b,379,0x081a5994,Satanachia,,35,Tyrant,95,982,560,30,30,28,22,16,18,240,137,22 01 03,1a0f375d44ffff0858,255,933c0f000052,18e 198 1a3 186 17b,0000c30f810f4601cf071f0100000000000000000000
