finding,addr,entry_or_via,glyphs,n,sample
interior-target,0805C9E6,0805CA10,,,元鑑定屋：{n}{=2103}を修復するのに{n}ћ{=2303}　かかるが{n
interior-target,0805C9F2,0805CA10,,,元鑑定屋：{n}{=2103}を修復するのに{n}ћ{=2303}　かかるが{n
interior-target,0805CA0E,0805CA10,,,元鑑定屋：{n}{=2103}を修復するのに{n}ћ{=2303}　かかるが{n
interior-target,0805CA4E,0805CA10,,,元鑑定屋：{n}{=2103}を修復するのに{n}ћ{=2303}　かかるが{n
interior-target,0805CA84,0805CA10,,,元鑑定屋：{n}{=2103}を修復するのに{n}ћ{=2303}　かかるが{n
interior-target,0805CAC0,0805CA10,,,元鑑定屋：{n}{=2103}を修復するのに{n}ћ{=2303}　かかるが{n
interior-target,0805CAFA,0805CA10,,,元鑑定屋：{n}{=2103}を修復するのに{n}ћ{=2303}　かかるが{n
interior-target,0805CB3A,0805CA10,,,元鑑定屋：{n}{=2103}を修復するのに{n}ћ{=2303}　かかるが{n
interior-target,0805CB76,0805CA10,,,元鑑定屋：{n}{=2103}を修復するのに{n}ћ{=2303}　かかるが{n
interior-target,0805CCA8,0805CCCA,,,元鑑定屋：{n}マッカが　足りないよ{=0f03}<CDA4>九元鑑定屋：{n}
interior-target,0805CCF0,0805CCCA,,,元鑑定屋：{n}マッカが　足りないよ{=0f03}<CDA4>九元鑑定屋：{n}
interior-target,0805CD12,0805CCCA,,,元鑑定屋：{n}マッカが　足りないよ{=0f03}<CDA4>九元鑑定屋：{n}
interior-target,0805CD38,0805CCCA,,,元鑑定屋：{n}マッカが　足りないよ{=0f03}<CDA4>九元鑑定屋：{n}
interior-target,0805CD60,0805CCCA,,,元鑑定屋：{n}マッカが　足りないよ{=0f03}<CDA4>九元鑑定屋：{n}
interior-target,0805CD84,0805CCCA,,,元鑑定屋：{n}マッカが　足りないよ{=0f03}<CDA4>九元鑑定屋：{n}
interior-target,0805CDA4,0805CCCA,,,元鑑定屋：{n}マッカが　足りないよ{=0f03}<CDA4>九元鑑定屋：{n}
interior-target,0805CDAE,0805CCCA,,,元鑑定屋：{n}マッカが　足りないよ{=0f03}<CDA4>九元鑑定屋：{n}
interior-target,0805CDEA,0805CCCA,,,元鑑定屋：{n}マッカが　足りないよ{=0f03}<CDA4>九元鑑定屋：{n}
interior-target,0805CE10,0805CCCA,,,元鑑定屋：{n}マッカが　足りないよ{=0f03}<CDA4>九元鑑定屋：{n}
interior-target,0805CE80,0805CCCA,,,元鑑定屋：{n}マッカが　足りないよ{=0f03}<CDA4>九元鑑定屋：{n}
interior-target,0805CE88,0805CCCA,,,元鑑定屋：{n}マッカが　足りないよ{=0f03}<CDA4>九元鑑定屋：{n}
interior-target,0805CEBC,0805CCCA,,,元鑑定屋：{n}マッカが　足りないよ{=0f03}<CDA4>九元鑑定屋：{n}
interior-target,0805D004,0805CFDA,,,元鑑定屋：{n}どの悪魔を抽出するんだい{=0f03}<D0C4>九元鑑定屋：{
interior-target,0805D02C,0805CFDA,,,元鑑定屋：{n}どの悪魔を抽出するんだい{=0f03}<D0C4>九元鑑定屋：{
interior-target,0805D052,0805CFDA,,,元鑑定屋：{n}どの悪魔を抽出するんだい{=0f03}<D0C4>九元鑑定屋：{
interior-target,0805D07A,0805CFDA,,,元鑑定屋：{n}どの悪魔を抽出するんだい{=0f03}<D0C4>九元鑑定屋：{
interior-target,0805D0A4,0805CFDA,,,元鑑定屋：{n}どの悪魔を抽出するんだい{=0f03}<D0C4>九元鑑定屋：{
interior-target,0805D0C4,0805D0EE,,,抽出できる悪魔がいないよ{=0f03}<D19C>九抽出できる悪魔がいない{=0
interior-target,0805D0D0,0805D0EE,,,抽出できる悪魔がいないよ{=0f03}<D19C>九抽出できる悪魔がいない{=0
interior-target,0805D10C,0805D0EE,,,抽出できる悪魔がいないよ{=0f03}<D19C>九抽出できる悪魔がいない{=0
interior-target,0805D128,0805D0EE,,,抽出できる悪魔がいないよ{=0f03}<D19C>九抽出できる悪魔がいない{=0
interior-target,0805D146,0805D0EE,,,抽出できる悪魔がいないよ{=0f03}<D19C>九抽出できる悪魔がいない{=0
interior-target,0805D166,0805D0EE,,,抽出できる悪魔がいないよ{=0f03}<D19C>九抽出できる悪魔がいない{=0
interior-target,0805D184,0805D0EE,,,抽出できる悪魔がいないよ{=0f03}<D19C>九抽出できる悪魔がいない{=0
interior-target,0805D19C,0805D0EE,,,抽出できる悪魔がいないよ{=0f03}<D19C>九抽出できる悪魔がいない{=0
interior-target,0805D1A6,0805D0EE,,,抽出できる悪魔がいないよ{=0f03}<D19C>九抽出できる悪魔がいない{=0
interior-target,0805D216,0805D240,,,元鑑定屋：{n}どの悪魔を抽出するんだい{=0f03}<D32A>九元鑑定屋：{
interior-target,0805D26A,0805D240,,,元鑑定屋：{n}どの悪魔を抽出するんだい{=0f03}<D32A>九元鑑定屋：{
interior-target,0805D292,0805D240,,,元鑑定屋：{n}どの悪魔を抽出するんだい{=0f03}<D32A>九元鑑定屋：{
interior-target,0805D2B8,0805D240,,,元鑑定屋：{n}どの悪魔を抽出するんだい{=0f03}<D32A>九元鑑定屋：{
interior-target,0805D2E0,0805D240,,,元鑑定屋：{n}どの悪魔を抽出するんだい{=0f03}<D32A>九元鑑定屋：{
interior-target,0805D30A,0805D240,,,元鑑定屋：{n}どの悪魔を抽出するんだい{=0f03}<D32A>九元鑑定屋：{
interior-target,0805D32A,0805D354,,,元鑑定屋：{n}メモリーチップに還元する悪魔は{n}どれだい？{=0f03}<D
interior-target,0805D336,0805D354,,,元鑑定屋：{n}メモリーチップに還元する悪魔は{n}どれだい？{=0f03}<D
interior-target,0805D390,0805D354,,,元鑑定屋：{n}メモリーチップに還元する悪魔は{n}どれだい？{=0f03}<D
interior-target,0805D3CA,0805D354,,,元鑑定屋：{n}メモリーチップに還元する悪魔は{n}どれだい？{=0f03}<D
interior-target,0805D404,0805D354,,,元鑑定屋：{n}メモリーチップに還元する悪魔は{n}どれだい？{=0f03}<D
interior-target,0805D43E,0805D354,,,元鑑定屋：{n}メモリーチップに還元する悪魔は{n}どれだい？{=0f03}<D
interior-target,0805D47A,0805D354,,,元鑑定屋：{n}メモリーチップに還元する悪魔は{n}どれだい？{=0f03}<D
interior-target,0805D4B8,0805D4E6,,,ビジョナリーアイテムを{n}手に入れたとき一部のアイテムは{n}壊れていることが
interior-target,0805D4E4,0805D4E6,,,ビジョナリーアイテムを{n}手に入れたとき一部のアイテムは{n}壊れていることが
interior-target,0805D698,0805D4E6,,,ビジョナリーアイテムを{n}手に入れたとき一部のアイテムは{n}壊れていることが
interior-target,0805D81E,0805D4E6,,,ビジョナリーアイテムを{n}手に入れたとき一部のアイテムは{n}壊れていることが
interior-target,0805D92E,0805D4E6,,,ビジョナリーアイテムを{n}手に入れたとき一部のアイテムは{n}壊れていることが
interior-target,0805DA6E,0805D4E6,,,ビジョナリーアイテムを{n}手に入れたとき一部のアイテムは{n}壊れていることが
interior-target,0805DCDE,0805DC36,,,元鑑定屋：{n}オレはその昔　鑑定屋って{n}商売をやっていたんだが{n}なかな
interior-target,0805DCF0,0805DC36,,,元鑑定屋：{n}オレはその昔　鑑定屋って{n}商売をやっていたんだが{n}なかな
interior-target,0805DD2C,0805DC36,,,元鑑定屋：{n}オレはその昔　鑑定屋って{n}商売をやっていたんだが{n}なかな
interior-target,0805DD84,0805DC36,,,元鑑定屋：{n}オレはその昔　鑑定屋って{n}商売をやっていたんだが{n}なかな
interior-target,0805DDF6,0805DDF8,,,元鑑定屋：{n}イースターシステムを使える{n}強さになったようだな{n}{WA
interior-target,0805E1EC,0805DDF8,,,元鑑定屋：{n}イースターシステムを使える{n}強さになったようだな{n}{WA
interior-target,0805E1FE,0805DDF8,,,元鑑定屋：{n}イースターシステムを使える{n}強さになったようだな{n}{WA
interior-target,0805E276,0805DDF8,,,元鑑定屋：{n}イースターシステムを使える{n}強さになったようだな{n}{WA
interior-target,0805E634,0805E2BA,,,元鑑定屋：{n}イースターシステムを使える{n}レベルになったか{n}{WAIT
interior-target,0805E646,0805E2BA,,,元鑑定屋：{n}イースターシステムを使える{n}レベルになったか{n}{WAIT
interior-target,0805E6AA,0805E2BA,,,元鑑定屋：{n}イースターシステムを使える{n}レベルになったか{n}{WAIT
interior-target,0805E6FE,0805E700,,,元鑑定屋：{n}イースターシステムを使える{n}強さになったか{n}{WAIT}
interior-target,0805EA2C,0805E700,,,元鑑定屋：{n}イースターシステムを使える{n}強さになったか{n}{WAIT}
interior-target,0805EA3E,0805E700,,,元鑑定屋：{n}イースターシステムを使える{n}強さになったか{n}{WAIT}
interior-target,0805EAAA,0805E700,,,元鑑定屋：{n}イースターシステムを使える{n}強さになったか{n}{WAIT}
interior-target,0805EB16,0805E700,,,元鑑定屋：{n}イースターシステムを使える{n}強さになったか{n}{WAIT}
interior-target,0805EB88,0805EB8A,,,元鑑定屋：{n}イースターシステムを使える{n}強さになったんだねー{n}{WA
interior-target,0805EEC8,0805EB8A,,,元鑑定屋：{n}イースターシステムを使える{n}強さになったんだねー{n}{WA
interior-target,0805EEDA,0805EB8A,,,元鑑定屋：{n}イースターシステムを使える{n}強さになったんだねー{n}{WA
interior-target,0805EF4C,0805EB8A,,,元鑑定屋：{n}イースターシステムを使える{n}強さになったんだねー{n}{WA
interior-target,0805EFAE,0805EB8A,,,元鑑定屋：{n}イースターシステムを使える{n}強さになったんだねー{n}{WA
interior-target,0805F014,0805F016,,,元鑑定屋：{n}イースターシステムを使える{n}強さになったかね{n}{WAIT
interior-target,0805F38C,0805F3B2,,,風の噂で　アヌーンちゃんに{n}恋人が出来た事を　聞いた…{n}ファンクラブも{
interior-target,0805F3B0,0805F3B2,,,風の噂で　アヌーンちゃんに{n}恋人が出来た事を　聞いた…{n}ファンクラブも{
interior-target,0805F416,0805F3B2,,,風の噂で　アヌーンちゃんに{n}恋人が出来た事を　聞いた…{n}ファンクラブも{
interior-target,0805F48E,0805F3B2,,,風の噂で　アヌーンちゃんに{n}恋人が出来た事を　聞いた…{n}ファンクラブも{
interior-target,0805F4F0,0805F4F2,,,元鑑定屋：{n}イースターシステムを使える{n}強さになったんだね{n}{WAI
interior-target,0805F8A4,0805F8C0,,,元鑑定屋：{n}メモリーに空きが無いな{n}仲魔を減らしてから{n}また来ておく
interior-target,0805F910,0805F8C0,,,元鑑定屋：{n}メモリーに空きが無いな{n}仲魔を減らしてから{n}また来ておく
interior-target,0805F958,0805F8C0,,,元鑑定屋：{n}メモリーに空きが無いな{n}仲魔を減らしてから{n}また来ておく
interior-target,0805F9A4,0805F8C0,,,元鑑定屋：{n}メモリーに空きが無いな{n}仲魔を減らしてから{n}また来ておく
interior-target,0805F9EC,0805F8C0,,,元鑑定屋：{n}メモリーに空きが無いな{n}仲魔を減らしてから{n}また来ておく
interior-target,0805FA36,0805F8C0,,,元鑑定屋：{n}メモリーに空きが無いな{n}仲魔を減らしてから{n}また来ておく
interior-target,0805FA7A,0805FA96,,,元鑑定屋：{n}これ以上修復悪魔は{n}呼び出せないな{WAIT}{PAGE}修
interior-target,0805FAF8,0805FA96,,,元鑑定屋：{n}これ以上修復悪魔は{n}呼び出せないな{WAIT}{PAGE}修
interior-target,0805FB50,0805FA96,,,元鑑定屋：{n}これ以上修復悪魔は{n}呼び出せないな{WAIT}{PAGE}修
interior-target,0805FBAC,0805FA96,,,元鑑定屋：{n}これ以上修復悪魔は{n}呼び出せないな{WAIT}{PAGE}修
interior-target,0805FC06,0805FA96,,,元鑑定屋：{n}これ以上修復悪魔は{n}呼び出せないな{WAIT}{PAGE}修
interior-target,0805FC68,0805FA96,,,元鑑定屋：{n}これ以上修復悪魔は{n}呼び出せないな{WAIT}{PAGE}修
interior-target,0805FDBA,0805FDBC,,,おまえは　無数の殺生を{n}かさねたといえど　我の救いを{n}受け入れ得る者のよ
interior-target,0805FE3C,0805FE40,,,＞{=1e03}は　もういない{WAIT}
interior-target,0805FE56,0805FE6C,,,我は　今おまえと{n}共に　あるぞ{WAIT}
interior-target,08060618,080605F6,,,ルイ・サイファー：{n}{=0c03}N英倶{=0f03}煙倶やあ　また会ったね
interior-target,08060634,080605F6,,,ルイ・サイファー：{n}{=0c03}N英倶{=0f03}煙倶やあ　また会ったね
interior-target,08061678,08061348,,,{=1e03}：{n}やって来たな　サタンよ{WAIT}{PAGE}この{n}大
interior-target,080616FC,08061348,,,{=1e03}：{n}やって来たな　サタンよ{WAIT}{PAGE}この{n}大
interior-target,080617AA,080617BA,,,私の言う通り　自分の足で{n}ここまで　やって来たか{WAIT}{n}{PAGE
interior-target,0806182A,080617BA,,,私の言う通り　自分の足で{n}ここまで　やって来たか{WAIT}{n}{PAGE
interior-target,080618BA,080618BE,,,＞{=1e03}は{n}もういない……{WAIT}
interior-target,080618D8,080618E0,,,……おまえの用意が{n}まだのようだな{n}急ぐのだ　時間が無い{WAIT}{=
interior-target,0806197A,08061920,,,待ちかねたぞ{WAIT}{PAGE}{=0f03}<182A>倶{=0803}B
interior-target,08061982,08061920,,,待ちかねたぞ{WAIT}{PAGE}{=0f03}<182A>倶{=0803}B
interior-target,08061C8E,08061920,,,待ちかねたぞ{WAIT}{PAGE}{=0f03}<182A>倶{=0803}B
interior-target,08061C9C,08061920,,,待ちかねたぞ{WAIT}{PAGE}{=0f03}<182A>倶{=0803}B
interior-target,08061D14,08061920,,,待ちかねたぞ{WAIT}{PAGE}{=0f03}<182A>倶{=0803}B
interior-target,08061DD2,08061920,,,待ちかねたぞ{WAIT}{PAGE}{=0f03}<182A>倶{=0803}B
interior-target,08061DDA,08061920,,,待ちかねたぞ{WAIT}{PAGE}{=0f03}<182A>倶{=0803}B
interior-target,08061FF4,08061EFA,,,お初に　お目にかかる{WAIT}{PAGE}私は　ルシファー様の{n}そば近く仕
interior-target,0806203C,08061EFA,,,お初に　お目にかかる{WAIT}{PAGE}私は　ルシファー様の{n}そば近く仕
interior-target,08062096,08062098,,,確かに　人間としては{n}中々の強さだが{n}これではルシファー様は{n}満足す
interior-target,080620EC,080620EE,,,おおっ　中々の強さだな{n}ルシファー様も{n}満足するだろう{WAIT}{=0
interior-target,08062298,08062152,,,……誰だ？{WAIT}{PAGE}大魔王　{=1e03}の{n}間と知って{n}
interior-target,08062474,08062152,,,……誰だ？{WAIT}{PAGE}大魔王　{=1e03}の{n}間と知って{n}
interior-target,080624BE,080624C0,,,…きさまが　ルシファー様{n}お気に入りの{n}{ALEPH}か{WAIT}{P
interior-target,0806256C,080624C0,,,…きさまが　ルシファー様{n}お気に入りの{n}{ALEPH}か{WAIT}{P
interior-target,080625B6,080625BA,,,＞{=1e03}は{n}もういない{WAIT}
interior-target,08062768,0806261A,,,我がコクマの塔へ　ようこそ{WAIT}{PAGE}{ALEPH}とやら{n}力強
interior-target,080627EC,0806261A,,,我がコクマの塔へ　ようこそ{WAIT}{PAGE}{ALEPH}とやら{n}力強
interior-target,080628BA,0806261A,,,我がコクマの塔へ　ようこそ{WAIT}{PAGE}{ALEPH}とやら{n}力強
interior-target,080628F0,0806261A,,,我がコクマの塔へ　ようこそ{WAIT}{PAGE}{ALEPH}とやら{n}力強
interior-target,080629C8,0806261A,,,我がコクマの塔へ　ようこそ{WAIT}{PAGE}{ALEPH}とやら{n}力強
interior-target,080629F6,0806261A,,,我がコクマの塔へ　ようこそ{WAIT}{PAGE}{ALEPH}とやら{n}力強
interior-target,08062AC0,0806261A,,,我がコクマの塔へ　ようこそ{WAIT}{PAGE}{ALEPH}とやら{n}力強
interior-target,08062AC6,0806261A,,,我がコクマの塔へ　ようこそ{WAIT}{PAGE}{ALEPH}とやら{n}力強
interior-target,08062B50,0806261A,,,我がコクマの塔へ　ようこそ{WAIT}{PAGE}{ALEPH}とやら{n}力強
interior-target,08062BCC,0806261A,,,我がコクマの塔へ　ようこそ{WAIT}{PAGE}{ALEPH}とやら{n}力強
interior-target,08062C0C,0806261A,,,我がコクマの塔へ　ようこそ{WAIT}{PAGE}{ALEPH}とやら{n}力強
interior-target,08062C44,0806261A,,,我がコクマの塔へ　ようこそ{WAIT}{PAGE}{ALEPH}とやら{n}力強
interior-target,08062CBE,0806261A,,,我がコクマの塔へ　ようこそ{WAIT}{PAGE}{ALEPH}とやら{n}力強
interior-target,08062D2C,0806261A,,,我がコクマの塔へ　ようこそ{WAIT}{PAGE}{ALEPH}とやら{n}力強
interior-target,08062D60,0806261A,,,我がコクマの塔へ　ようこそ{WAIT}{PAGE}{ALEPH}とやら{n}力強
interior-target,08062D6E,0806261A,,,我がコクマの塔へ　ようこそ{WAIT}{PAGE}{ALEPH}とやら{n}力強
interior-target,08062E0E,0806261A,,,我がコクマの塔へ　ようこそ{WAIT}{PAGE}{ALEPH}とやら{n}力強
interior-target,08062F12,08062F1E,,,＞マーラの魔力で　開かない{WAIT}{=0804}￥
interior-target,08062F16,08062F1E,,,＞マーラの魔力で　開かない{WAIT}{=0804}￥
interior-target,08062F96,08062FA2,,,＞マーラの魔力で　開かない{WAIT}{=0804}￥{=6b03}<3F33>
interior-target,08062F9A,08062FA2,,,＞マーラの魔力で　開かない{WAIT}{=0804}￥{=6b03}<3F33>
interior-target,08063018,08063024,,,＞マーラの魔力で　開かない{WAIT}{=0804}￥{=6b03}<373B>
interior-target,0806301C,08063024,,,＞マーラの魔力で　開かない{WAIT}{=0804}￥{=6b03}<373B>
interior-target,0806309A,080630A6,,,＞マーラの魔力で　開かない{WAIT}{=0804}￥{=6b03}<3F3B>
interior-target,0806309E,080630A6,,,＞マーラの魔力で　開かない{WAIT}{=0804}￥{=6b03}<3F3B>
interior-target,0806316C,08063150,,,男：{n}昔3人の男が　{=0c03}R<31E4>倶どこからか現れた{n}ここ
interior-target,080631E4,080631F6,,,剛神界から{n}ここへ　やって来たそうだ{WAIT}{PAGE}今　ここから{n
interior-target,080631F4,080631F6,,,剛神界から{n}ここへ　やって来たそうだ{WAIT}{PAGE}今　ここから{n
interior-target,080632BA,080632A8,,,役小角：{n}{=0c03}-<32BA>倶金剛神界へ　ようこそ{n}我は　役小
interior-target,0806337A,0806337C,,,帰るのか　では　さらばだ{WAIT}{PAGE}{=5203}<0070>{=2
interior-target,080633EE,080633F0,,,＞魔人は　現れなかった……{WAIT}
interior-target,08063446,0806341C,,,声：{n}行動を記録しますか？{n}{=0e03}<3502>倶{=0c03}$
interior-target,0806346A,0806341C,,,声：{n}行動を記録しますか？{n}{=0e03}<3502>倶{=0c03}$
interior-target,08063558,0806351A,,,イザナミ：{n}よく　いらっしゃいました{n}{ALEPH}{n}{GIMMEL
interior-target,0806369A,080636B4,,,ここ金剛神界には　役小角の{n}霊力により　大いなる魔物が{n}封じ込まれておる
interior-target,080642DA,080641D0,,,STEVEN：{n}現れたサタンに　さっそく{n}ひどい目に　あわされたな{WA
interior-target,08064590,080641D0,,,STEVEN：{n}現れたサタンに　さっそく{n}ひどい目に　あわされたな{WA
interior-target,0806474A,080641D0,,,STEVEN：{n}現れたサタンに　さっそく{n}ひどい目に　あわされたな{WA
interior-target,08064B88,080641D0,,,STEVEN：{n}現れたサタンに　さっそく{n}ひどい目に　あわされたな{WA
interior-target,08064D56,08064D5E,,,門番：{n}これは　{ALEPH}様{n}どうぞ　お入りください{WAIT}{=
interior-target,08064ED0,08064E4A,,,＞下に行きますか？{n}{=0e03}<4E3E>倶{=0303}<000B>{
interior-target,08065860,08065776,,,アルフレッド：{n}お待ちしておりました{n}{ALEPH}様{WAIT}{PA
interior-target,08065868,08065776,,,アルフレッド：{n}お待ちしておりました{n}{ALEPH}様{WAIT}{PA
interior-target,080658D0,08065776,,,アルフレッド：{n}お待ちしておりました{n}{ALEPH}様{WAIT}{PA
interior-target,08065C46,08065776,,,アルフレッド：{n}お待ちしておりました{n}{ALEPH}様{WAIT}{PA
interior-target,08065EC0,08065776,,,アルフレッド：{n}お待ちしておりました{n}{ALEPH}様{WAIT}{PA
interior-target,08065F0C,08065F14,,,アルフレッド：{n}マダムは　ただいま{n}大変いそがしくて{n}お会いできませ
interior-target,08065F7E,08065F9E,,,目加田：{n}…ひさしぶりだな{n}{ALEPH}よ…　私だ…{=1503}{W
interior-target,0806627C,08065F9E,,,目加田：{n}…ひさしぶりだな{n}{ALEPH}よ…　私だ…{=1503}{W
interior-target,0806635A,08065F9E,,,目加田：{n}…ひさしぶりだな{n}{ALEPH}よ…　私だ…{=1503}{W
interior-target,08066572,08065F9E,,,目加田：{n}…ひさしぶりだな{n}{ALEPH}よ…　私だ…{=1503}{W
interior-target,080668E0,08065F9E,,,目加田：{n}…ひさしぶりだな{n}{ALEPH}よ…　私だ…{=1503}{W
interior-target,08066908,08065F9E,,,目加田：{n}…ひさしぶりだな{n}{ALEPH}よ…　私だ…{=1503}{W
interior-target,08066DC0,08065F9E,,,目加田：{n}…ひさしぶりだな{n}{ALEPH}よ…　私だ…{=1503}{W
interior-target,08066DE6,08065F9E,,,目加田：{n}…ひさしぶりだな{n}{ALEPH}よ…　私だ…{=1503}{W
interior-target,08066E24,08066E36,,,そっちじゃない！{n}右だ　右へ行け{WAIT}
interior-target,08066E6C,08066E7E,,,左の方から　におってくるぞ{WAIT}
interior-target,08066EAE,08066EC0,,,前に進んで　右へ行くんだ{WAIT}
interior-target,08066EEE,08066F00,,,右へ行って　奥の階段だ{n}この下の階から　におってくるぞ{WAIT}
interior-target,08067DA4,08067DBE,,,声：{n}おい　おまえ{n}{ALEPH}　じゃないか？{n}オレだ　オレだよ…
interior-target,08067DBA,08067DBE,,,声：{n}おい　おまえ{n}{ALEPH}　じゃないか？{n}オレだ　オレだよ…
interior-target,08067FFC,0806800C,,,おれさまを　仲魔にできないと{n}言うのか……？{=1503}{WAIT}{PA
interior-target,0806824A,0806824C,,,ファクトリーで元気に働く{n}ご老人がメシア教会に{n}ћ10000　ものきふを
interior-target,0806830C,08068316,,,今日の悪魔情報です{n}現在　悪魔注意報が{n}出されている{n}エリアはありま
interior-target,080683BA,080683BC,,,コロシアム・トーナメントの{n}チャンピオン　ホークが　実は{n}センター市民{
interior-target,08068B68,08068B7A,,,……センターは{n}ファクトリーなんて言って{n}いるが　実は　強制収容所だ！{
interior-target,08068F3C,08068F3E,,,ホーリータウンに　異教の{n}神殿を建てようとした{n}ガイア教徒13名が　テン
interior-target,08068FE6,08068FF0,,,今日の悪魔情報です{n}現在　悪魔注意報が{n}出されている{n}エリアはありま
interior-target,08069094,08069096,,,コロシアム・トーナメントの{n}チャンピオン　ホークが　実は{n}センター市民{
interior-target,08069834,08069846,,,……センターは{n}ファクトリーなんて言って{n}いるが　実は　強制収容所だ！{
interior-target,08069BFE,08069C00,,,ホーリータウンに　異教の{n}神殿を建てようとした{n}ガイア教徒13名が　テン
interior-target,08069CA8,08069CB2,,,今日の悪魔情報です{n}現在　悪魔注意報が出されている{n}エリアはありません{
interior-target,08069D52,08069D54,,,コロシアム・トーナメントの{n}チャンピオン　ホークが{WAIT}{PAGE}実
interior-target,0806A4EE,0806A500,,,……センターは　ファクトリー{n}なんて言っているが{n}実は　強制収容所だ！{
interior-target,0806A5D0,0806A5DC,,,センター司教：{n}センターより{n}{ZAYIN}につぐ{=1503}{n}直
interior-target,0806A9FE,0806AA08,,,…生産を　受け持つ{n}ファクトリー……{n}そこで働く人達……{WAIT}{P
interior-target,0806B0C2,0806B074,,,老人：{n}どうも最近トーナメントの回数が{n}減ってるような気がする{WAIT
interior-target,0806B0FE,0806B074,,,老人：{n}どうも最近トーナメントの回数が{n}減ってるような気がする{WAIT
interior-target,0806B5E0,0806B596,,,男：{n}むかしは　街中に悪魔が出たが{n}今は　少ししか出ない{WAIT}{n
interior-target,0806B630,0806B596,,,男：{n}むかしは　街中に悪魔が出たが{n}今は　少ししか出ない{WAIT}{n
interior-target,0806B87A,0806B828,,,男：{n}ちくしょう！{n}また{=0c03}！<B84E>倶{=0f03}<B
interior-target,0806B88C,0806B828,,,男：{n}ちくしょう！{n}また{=0c03}！<B84E>倶{=0f03}<B
interior-target,0806BA90,0806BA94,,,男：{n}あの塔が　できてからだ……{WAIT}{PAGE}体の力が　ぬけちまっ
interior-target,0806BBCE,0806BBD4,,,男：{n}センターと　正面切って戦う{n}とは{ZAYIN}は{n}すごいよ{W
interior-target,0806BC58,0806BC60,,,男：{n}この間また　魔界へ行くって{n}言ってた奴に会ったけどな……{WAIT
interior-target,0806BDA0,0806BDA4,,,男：{n}ちくしょう……{n}体に力が入りやがらねぇ……{WAIT}{PAGE}
interior-target,0806C1E6,0806C1EA,,,男：{n}もう…ホーリータウンは……{=1503}{n}おしまいだ………{WAI
interior-target,0806C29A,0806C2A4,,,今度は　ヴァルハラで{n}ニセメシアを退治するらしいな{WAIT}
interior-target,0806C5D2,0806C5D4,,,{HIROKO}様は{n}ヴァルハラへ行ったわ{WAIT}
interior-target,0806C64A,0806C652,,,声：{n}くっそー　また失敗だ！{WAIT}
interior-target,0806C820,0806C822,,,おれはだな{n}魔界へ行こうという{n}高い志をもった男なのだ{=1503}{W
interior-target,0806CAC6,0806CAC8,,,{=1e03}様が　復活されて{n}全てが　変わったような{n}気がするわ{WA
interior-target,0806CB6A,0806CB7A,,,を{n}お仲魔に　されているとは{n}うらやましい限り{WAIT}
interior-target,0806CC78,0806CC60,,,魔界人：{n}{=0c03}<008F><CC78>倶{=0f03}<CC8E>
interior-target,0806CC8E,0806CC60,,,魔界人：{n}{=0c03}<008F><CC78>倶{=0f03}<CC8E>
interior-target,0806D2A8,0806D2AA,,,{GIMMEL}：{n}お父さん？{n}お母さん？{n}私が　分からないの？{W
interior-target,0806D4DE,0806D44E,,,メシア教徒：{n}{=0c03}／<D56C>倶{=0c03}‐<D530>倶{
interior-target,0806D530,0806D44E,,,メシア教徒：{n}{=0c03}／<D56C>倶{=0c03}‐<D530>倶{
interior-target,0806D56C,0806D44E,,,メシア教徒：{n}{=0c03}／<D56C>倶{=0c03}‐<D530>倶{
interior-target,0806D7DE,0806D7EC,,,私は　方舟に乗れません{n}しかし　神はいつか救って{n}下さいます{WAIT}
interior-target,0806DA48,0806DA56,,,なぜ　この私が方舟に{n}乗れないんだ！{n}おかしいぞ！{=1503}{WAI
interior-target,0806DCF0,0806DCFE,,,神のために　つくせば{n}救われるんじゃ{n}なかったのか！{WAIT}{PAG
interior-target,0806DE56,0806DE5E,,,男：{n}労働こそ　我が喜び{n}労働こそ　我が生きがい{WAIT}{=d003
interior-target,0806EC8A,0806EC8E,,,女：{n}クロウリーは　魔力が強いと{n}思ったら{n}{=1e03}だったとは
interior-target,080705CC,080705CE,,,う　うそをつくなよ{WAIT}
interior-target,080707C4,080707C8,,,声：{n}……待て！{n}…おまえ達は　私の命を{n}ねらう者では　ないようだな
interior-target,080708D8,080707C8,,,声：{n}……待て！{n}…おまえ達は　私の命を{n}ねらう者では　ないようだな
interior-target,080708E4,080707C8,,,声：{n}……待て！{n}…おまえ達は　私の命を{n}ねらう者では　ないようだな
interior-target,08070CCA,080707C8,,,声：{n}……待て！{n}…おまえ達は　私の命を{n}ねらう者では　ないようだな
interior-target,08071154,0807112A,,,ミュータント長老：{n}{=0c03}<0070>廬句{=0c03}<006E>
interior-target,08071568,080714D4,,,男：{n}……目覚めたか……{WAIT}{PAGE}君が　神のしもべとなるか…{
interior-target,08071602,080714D4,,,男：{n}……目覚めたか……{WAIT}{PAGE}君が　神のしもべとなるか…{
interior-target,08071624,080714D4,,,男：{n}……目覚めたか……{WAIT}{PAGE}君が　神のしもべとなるか…{
interior-target,08071724,080716FE,,,男：{n}……彼女は…君の……なのだ{WAIT}{n}{PAGE}…彼女に　ふさ
interior-target,08071756,080716FE,,,男：{n}……彼女は…君の……なのだ{WAIT}{n}{PAGE}…彼女に　ふさ
